Proteome Id	Organism	Organism Id	Protein count	BUSCO	CPD	Genome assembly ID	Genome representation
GCF_035918155.1	Streptomyces sp. NBC_01591 (strain=NBC_01591)	2975888	8348	Unknown	Unknown	GCF_035918155.1	full
GCF_045208545.1	Streptomyces sp. NBC_01594 (strain=NBC_01594)	2975890	8737	Unknown	Unknown	GCF_045208545.1	full
GCF_045208625.1	Streptomyces sp. NBC_01597 (strain=NBC_01597)	2975891	8920	Unknown	Unknown	GCF_045208625.1	full
GCF_036208025.1	Streptomyces sp. NBC_01601 (strain=NBC_01601)	2975892	6289	Unknown	Unknown	GCF_036208025.1	full
GCF_045208745.1	Streptomyces sp. NBC_01602 (strain=NBC_01602)	2975893	8271	Unknown	Unknown	GCF_045208745.1	full
GCF_045208795.1	Streptomyces sp. NBC_01604 (strain=NBC_01604)	2975894	9899	Unknown	Unknown	GCF_045208795.1	full
GCF_045209205.1	Streptomyces sp. NBC_01613 (strain=NBC_01613)	2975896	9899	Unknown	Unknown	GCF_045209205.1	full
GCF_045209255.1	Streptomyces sp. NBC_01614 (strain=NBC_01614)	2975897	9062	Unknown	Unknown	GCF_045209255.1	full
GCF_045209325.1	Streptomyces sp. NBC_01615 (strain=NBC_01615)	2975898	10016	Unknown	Unknown	GCF_045209325.1	full
GCF_045209375.1	Streptomyces sp. NBC_01617 (strain=NBC_01617)	2975899	7959	Unknown	Unknown	GCF_045209375.1	full
GCF_045209435.1	Streptomyces sp. NBC_01618 (strain=NBC_01618)	2975900	7006	Unknown	Unknown	GCF_045209435.1	full
GCF_045209515.1	Streptomyces sp. NBC_01620 (strain=NBC_01620)	2975902	8069	Unknown	Unknown	GCF_045209515.1	full
GCF_045209635.1	Streptomyces sp. NBC_01622 (strain=NBC_01622)	2975903	10367	Unknown	Unknown	GCF_045209635.1	full
GCF_045209715.1	Streptomyces sp. NBC_01635 (strain=NBC_01635)	2975904	7524	Unknown	Unknown	GCF_045209715.1	full
GCF_045209735.1	Streptomyces sp. NBC_01637 (strain=NBC_01637)	2975905	8364	Unknown	Unknown	GCF_045209735.1	full
GCF_045209785.1	Streptomyces sp. NBC_01643 (strain=NBC_01643)	2975906	9028	Unknown	Unknown	GCF_045209785.1	full
GCF_045209815.1	Streptomyces sp. NBC_01650 (strain=NBC_01650)	2975907	8664	Unknown	Unknown	GCF_045209815.1	full
GCF_045209945.1	Streptomyces sp. NBC_01653 (strain=NBC_01653)	2975908	8364	Unknown	Unknown	GCF_045209945.1	full
GCF_036226985.1	Streptomyces sp. NBC_01685 (strain=NBC_01685)	2975910	6880	Unknown	Unknown	GCF_036226985.1	full
GCF_036250675.1	Streptomyces sp. NBC_01689 (strain=NBC_01689)	2975911	7960	Unknown	Unknown	GCF_036250675.1	full
GCF_036250635.1	Streptomyces sp. NBC_01693 (strain=NBC_01693)	2975912	6897	Unknown	Unknown	GCF_036250635.1	full
GCF_036250085.1	Streptomyces sp. NBC_01696 (strain=NBC_01696)	2975913	6782	Unknown	Unknown	GCF_036250085.1	full
GCF_041438805.1	Streptomyces sp. NBC_01707 (strain=NBC_01707)	2975914	8442	Unknown	Unknown	GCF_041438805.1	full
GCF_036248545.1	Streptomyces sp. NBC_01708 (strain=NBC_01708)	2975915	7052	Unknown	Unknown	GCF_036248545.1	full
GCF_036248295.1	Streptomyces sp. NBC_01715 (strain=NBC_01715)	2975916	7970	Unknown	Unknown	GCF_036248295.1	full
GCF_036248275.1	Streptomyces sp. NBC_01716 (strain=NBC_01716)	2975917	7345	Unknown	Unknown	GCF_036248275.1	full
GCF_036248255.1	Streptomyces sp. NBC_01717 (strain=NBC_01717)	2975918	8523	Unknown	Unknown	GCF_036248255.1	full
GCF_041438725.1	Streptomyces sp. NBC_01718 (strain=NBC_01718)	2975919	7762	Unknown	Unknown	GCF_041438725.1	full
GCF_036246005.1	Streptomyces sp. NBC_01723 (strain=NBC_01723)	2975921	7700	Unknown	Unknown	GCF_036246005.1	full
GCF_036244815.1	Streptomyces sp. NBC_01724 (strain=NBC_01724)	2975922	8536	Unknown	Unknown	GCF_036244815.1	full
GCF_036243895.1	Streptomyces sp. NBC_01725 (strain=NBC_01725)	2975923	6697	Unknown	Unknown	GCF_036243895.1	full
GCF_035920465.1	Streptomyces sp. NBC_01727 (strain=NBC_01727)	2975924	8348	Unknown	Unknown	GCF_035920465.1	full
GCF_041438685.1	Streptomyces sp. NBC_01732 (strain=NBC_01732)	2975926	8391	Unknown	Unknown	GCF_041438685.1	full
GCF_035918095.1	Streptomyces sp. NBC_01750 (strain=NBC_01750)	2975928	7650	Unknown	Unknown	GCF_035918095.1	full
GCF_035918075.1	Streptomyces sp. NBC_01751 (strain=NBC_01751)	2975929	8226	Unknown	Unknown	GCF_035918075.1	full
GCF_035918015.1	Streptomyces sp. NBC_01754 (strain=NBC_01754)	2975930	6138	Unknown	Unknown	GCF_035918015.1	full
GCF_035917935.1	Streptomyces sp. NBC_01760 (strain=NBC_01760)	2975931	7823	Unknown	Unknown	GCF_035917935.1	full
GCF_035917895.1	Streptomyces sp. NBC_01761 (strain=NBC_01761)	2975932	8069	Unknown	Unknown	GCF_035917895.1	full
GCF_035917875.1	Streptomyces sp. NBC_01762 (strain=NBC_01762)	2975933	8139	Unknown	Unknown	GCF_035917875.1	full
GCF_035917855.1	Streptomyces sp. NBC_01763 (strain=NBC_01763)	2975934	8195	Unknown	Unknown	GCF_035917855.1	full
GCF_035917815.1	Streptomyces sp. NBC_01766 (strain=NBC_01766)	2975936	7101	Unknown	Unknown	GCF_035917815.1	full
GCF_035917835.1	Streptomyces sp. NBC_01768 (strain=NBC_01768)	2975938	8810	Unknown	Unknown	GCF_035917835.1	full
GCF_035917675.1	Streptomyces sp. NBC_01775 (strain=NBC_01775)	2975939	7898	Unknown	Unknown	GCF_035917675.1	full
GCF_035917575.1	Streptomyces sp. NBC_01788 (strain=NBC_01788)	2975940	6939	Unknown	Unknown	GCF_035917575.1	full
GCF_045288605.1	Streptomyces sp. NBC_01794 (strain=NBC_01794)	2975942	7891	Unknown	Unknown	GCF_045288605.1	full
GCF_035917535.1	Streptomyces sp. NBC_01795 (strain=NBC_01795)	2975943	7721	Unknown	Unknown	GCF_035917535.1	full
GCF_035917495.1	Streptomyces sp. NBC_01800 (strain=NBC_01800)	2975945	8385	Unknown	Unknown	GCF_035917495.1	full
GCF_035917415.1	Streptomyces sp. NBC_01803 (strain=NBC_01803)	2975946	5075	Unknown	Unknown	GCF_035917415.1	full
GCF_035917395.1	Streptomyces sp. NBC_01808 (strain=NBC_01808)	2975947	6821	Unknown	Unknown	GCF_035917395.1	full
GCF_036199905.1	Streptomyces sp. NBC_00223 (strain=NBC_00223)	2976008	6512	Unknown	Unknown	GCF_036199905.1	full
GCF_036226785.1	Streptomyces sp. NBC_00669 (strain=NBC_00669)	2976011	7812	Unknown	Unknown	GCF_036226785.1	full
GCF_036227245.1	Streptomyces sp. NBC_01477 (strain=NBC_01477)	2976015	6903	Unknown	Unknown	GCF_036227245.1	full
GCF_026898115.1	Streptomyces sp. S465 (strain=S465)	2979468	7686	Unknown	Unknown	GCF_026898115.1	full
GCF_028747205.1	Streptomyces sp. CA-278952 (strain=CA-278952)	2980556	6950	Unknown	Unknown	GCF_028747205.1	full
GCF_025642135.1	Streptomyces cynarae (strain=HUAS 13-4)	2981134	7830	Unknown	Unknown	GCF_025642135.1	full
GCF_025642175.1	Streptomyces albidocamelliae (strain=HUAS 14-6)	2981135	7354	Unknown	Unknown	GCF_025642175.1	full
GCF_025642155.1	Streptomyces sp. HUAS 15-9 (strain=HUAS 15-9)	2981136	8207	Unknown	Unknown	GCF_025642155.1	full
GCF_025665295.1	Streptomyces sp. Je 1-4 (strain=Je 1-4)	2981351	7379	Unknown	Unknown	GCF_025665295.1	full
GCF_025957665.1	Streptomyces sp. BI87 (strain=BI87)	2987521	5755	Unknown	Unknown	GCF_025957665.1	full
GCF_030028615.1	Streptomyces sp. BPPL-273 (strain=BPPL-273)	2987533	6970	Unknown	Unknown	GCF_030028615.1	full
GCF_026153355.1	Streptomyces endophytica (strain=HNM0140)	2991496	5164	Unknown	Unknown	GCF_026153355.1	full
GCF_026239515.1	Streptomyces sp. Je 1-4 4N24 (strain=Je 1-4 4N24)	2992801	7405	Unknown	Unknown	GCF_026239515.1	full
GCF_026239535.1	Streptomyces sp. Je 1-4 4N24_ara (strain=Je 1-4 4N24_ara)	2993654	7415	Unknown	Unknown	GCF_026239535.1	full
GCF_026626005.1	Streptomyces sp. NA13 (strain=NA13)	2996051	6000	Unknown	Unknown	GCF_026626005.1	full
GCF_029392895.1	Streptomyces sp. 71268 (strain=71268)	3002640	6383	Unknown	Unknown	GCF_029392895.1	full
GCF_027625935.1	Streptomyces camelliae (strain=HUAS 2-6)	3004093	8405	Unknown	Unknown	GCF_027625935.1	full
GCF_028198125.1	Streptomyces sp. HUAS 31 (strain=HUAS 31)	3020055	8425	Unknown	Unknown	GCF_028198125.1	full
GCF_044336695.1	Streptomyces sp. SCA2-17 (strain=SCA2-17)	3026191	6062	Unknown	Unknown	GCF_044336695.1	full
GCF_031679605.1	Streptomyces luomodiensis (strain=SCA4-21)	3026192	8053	Unknown	Unknown	GCF_031679605.1	full
GCF_028622875.1	Streptomyces sp. MMBL 11-1 (strain=MMBL 11-1)	3026420	7315	Unknown	Unknown	GCF_028622875.1	full
GCF_029167645.1	Streptomyces sp. AM 2-1-1 (strain=AM 2-1-1)	3028709	5972	Unknown	Unknown	GCF_029167645.1	full
GCF_029167625.1	Streptomyces sp. AM 4-1-1 (strain=AM 4-1-1)	3028710	6076	Unknown	Unknown	GCF_029167625.1	full
GCF_029167585.1	Streptomyces sp. AM 3-1-1 (strain=AM 3-1-1)	3028711	6078	Unknown	Unknown	GCF_029167585.1	full
GCF_042465715.1	Streptomyces sp. P8-A8 (strain=P8-A8)	3029759	8994	Unknown	Unknown	GCF_042465715.1	full
GCF_028898845.1	Streptomyces sp. WZ-12 (strain=WZ-12)	3030210	7989	Unknown	Unknown	GCF_028898845.1	full
GCF_029760955.1	Streptomyces cathayae (strain=HUAS 5)	3031124	6514	Unknown	Unknown	GCF_029760955.1	full
GCF_029167005.1	Streptomyces sp. VNUA24 (strain=VNUA24)	3031131	8292	Unknown	Unknown	GCF_029167005.1	full
GCF_030719215.1	Streptomyces glycanivorans (strain=Alt3)	3033808	7352	Unknown	Unknown	GCF_030719215.1	full
GCF_030719295.1	Streptomyces castrisilvae (strain=Mut1)	3033811	6672	Unknown	Unknown	GCF_030719295.1	full
GCF_964272335.1	Streptomyces sp. SudanB5_2050	3035274	6776	Unknown	Unknown	GCF_964272335.1	full
GCF_964272455.1	Streptomyces sp. SudanB91_2054	3035278	7133	Unknown	Unknown	GCF_964272455.1	full
GCF_964272505.1	Streptomyces sp. SudanB135_2055	3035279	6864	Unknown	Unknown	GCF_964272505.1	full
GCF_032598905.1	Streptomyces sp. 11x1 (strain=11x1)	3038642	8906	Unknown	Unknown	GCF_032598905.1	full
GCF_036873195.1	Streptomyces sp. B21-104 (strain=B21-104)	3039421	6741	Unknown	Unknown	GCF_036873195.1	full
GCF_046103685.1	Streptomyces sp. SYP-A7185 (strain=SYP-A7185)	3040076	8451	Unknown	Unknown	GCF_046103685.1	full
GCF_030450125.1	Streptomyces sp. WP-1 (strain=WP-1)	3041497	6538	Unknown	Unknown	GCF_030450125.1	full
GCF_029906565.1	Streptomyces sp. SH5 (strain=SH5)	3041765	6575	Unknown	Unknown	GCF_029906565.1	full
GCF_030122705.1	Streptomyces sp. NA07423 (strain=NA07423)	3042026	8968	Unknown	Unknown	GCF_030122705.1	full
GCF_030028635.1	Streptomyces sp. BPTC-684 (strain=BPTC-684)	3043734	6142	Unknown	Unknown	GCF_030028635.1	full
GCF_045782725.1	Streptomyces sp. Pv4-95 (strain=Pv4-95)	3049543	7265	Unknown	Unknown	GCF_045782725.1	full
GCF_046529545.1	Streptomyces sp. KL2 (strain=KL2)	3050126	5318	Unknown	Unknown	GCF_046529545.1	full
GCF_005517195.1	Streptomyces vilmorinianum (strain=YP1)	3051092	6849	Unknown	Unknown	GCF_005517195.1	full
GCF_030406905.1	Streptomyces chengbuensis (strain=HUAS CB01)	3053466	6767	Unknown	Unknown	GCF_030406905.1	full
GCF_030406865.1	Streptomyces sp. P9-2B-2 (strain=P9-2B-2)	3057114	7500	Unknown	Unknown	GCF_030406865.1	full
GCF_030406845.1	Streptomyces sp. P9-2B-1 (strain=P9-2B-1)	3057115	6347	Unknown	Unknown	GCF_030406845.1	full
GCF_025402955.1	Streptomyces sp. FZ201 (strain=FZ201)	3057122	7312	Unknown	Unknown	GCF_025402955.1	full
GCF_031583065.1	Streptomyces sp. CGMCC 4.7035 (strain=CGMCC 4.7035)	3061628	6798	Unknown	Unknown	GCF_031583065.1	full
GCF_044496645.1	Streptomyces sp. NBUA17 (strain=NBUA17)	3062275	6832	Unknown	Unknown	GCF_044496645.1	full
GCF_030520245.1	Streptomyces sp. VNUA116 (strain=VNUA116)	3062449	7024	Unknown	Unknown	GCF_030520245.1	full
GCF_030930975.1	Streptomyces sp. VNUA74 (strain=VNUA74)	3062685	6494	Unknown	Unknown	GCF_030930975.1	full
GCF_030553055.1	Streptomyces sp. XD-27 (strain=XD-27)	3062779	6079	Unknown	Unknown	GCF_030553055.1	full
GCF_030552875.1	Streptomyces sp. HUAS CX7 (strain=HUAS CX7)	3062782	7199	Unknown	Unknown	GCF_030552875.1	full
GCF_030863945.1	Streptomyces sp. FXY-T5 (strain=FXY-T5)	3064901	7421	Unknown	Unknown	GCF_030863945.1	full
GCF_045000215.1	Streptomyces sp. 147326 (strain=147326)	3074379	7946	Unknown	Unknown	GCF_045000215.1	full
GCF_031597775.1	Streptomyces sp. BB1-1-1 (strain=BB1-1-1)	3074430	7935	Unknown	Unknown	GCF_031597775.1	full
GCF_031767055.1	Streptomyces sp. CGMCC 4.1456 (strain=CGMCC 4.1456)	3074897	7313	Unknown	Unknown	GCF_031767055.1	full
GCF_031844725.1	Streptomyces sp. ITFR-6 (strain=ITFR-6)	3075197	7296	Unknown	Unknown	GCF_031844725.1	full
GCF_031844705.1	Streptomyces sp. ITFR-16 (strain=ITFR-16)	3075198	6956	Unknown	Unknown	GCF_031844705.1	full
GCF_032105745.1	Streptomyces sp. Li-HN-5-11 (strain=Li-HN-5-11)	3075432	7916	Unknown	Unknown	GCF_032105745.1	full
GCF_032229305.1	Streptomyces sp. AM2-3-1 (strain=AM2-3-1)	3075824	7683	Unknown	Unknown	GCF_032229305.1	full
GCF_032229325.1	Streptomyces sp. AM8-1-1 (strain=AM8-1-1)	3075825	7275	Unknown	Unknown	GCF_032229325.1	full
GCF_040571425.1	Streptomyces sp. JL1001 (strain=JL1001)	3078227	6832	Unknown	Unknown	GCF_040571425.1	full
GCF_033335955.1	Streptomyces sp. N50 (strain=N50)	3081765	9878	Unknown	Unknown	GCF_033335955.1	full
GCF_033343995.1	Streptomyces solicathayae (strain=HUAS YS2)	3081768	6979	Unknown	Unknown	GCF_033343995.1	full
GCF_034057835.1	Streptomyces sp. KN37 (strain=KN37)	3090667	7632	Unknown	Unknown	GCF_034057835.1	full
GCF_034054735.1	Streptomyces sp. CL7 (strain=CL7)	3096006	6737	Unknown	Unknown	GCF_034054735.1	full
GCF_034668605.1	Streptomyces sp. S584 (strain=S584)	3096010	6745	Unknown	Unknown	GCF_034668605.1	full
GCF_036485475.1	Streptomyces sp. SS162 (strain=SS162)	3108484	5515	Unknown	Unknown	GCF_036485475.1	full
GCF_037993025.1	Streptomyces sp. SS7 (strain=SS7)	3108485	8273	Unknown	Unknown	GCF_037993025.1	full
GCF_035658475.1	Streptomyces sp. CGMCC 4.1772 (strain=CGMCC 4.1772)	3111774	7627	Unknown	Unknown	GCF_035658475.1	full
GCF_036607905.1	Streptomyces sp. SCSIO 75703 (strain=SCSIO 75703)	3112165	5789	Unknown	Unknown	GCF_036607905.1	full
GCF_039636755.1	Streptomyces sp. DSS69	3113369	6474	Unknown	Unknown	GCF_039636755.1	full
GCF_037023745.1	Streptomyces sp. SCSIO 30461 (strain=SCSIO 30461)	3118085	6733	Unknown	Unknown	GCF_037023745.1	full
GCF_036967205.1	Streptomyces sp. Q6 (strain=Q6)	3118173	7689	Unknown	Unknown	GCF_036967205.1	full
GCF_037055355.1	Streptomyces sp. DG1A-41 (strain=DG1A-41)	3125779	7495	Unknown	Unknown	GCF_037055355.1	full
GCF_045690365.1	Streptomyces sirii (strain=BP-8)	3127701	7339	Unknown	Unknown	GCF_045690365.1	full
GCF_037201975.1	Streptomyces sp. TG1A-60 (strain=TG1A-60)	3129111	6149	Unknown	Unknown	GCF_037201975.1	full
GCF_045291515.1	Streptomyces sp. GD-15H (strain=GD-15H)	3129112	6804	Unknown	Unknown	GCF_045291515.1	full
GCF_040529335.1	Streptomyces tabacisoli (strain=HUAS MG91)	3156398	7584	Unknown	Unknown	GCF_040529335.1	full
GCF_030845235.1	Streptomyces sp. SX92 (strain=SX92)	3158972	8963	Unknown	Unknown	GCF_030845235.1	full
GCF_040730185.1	Streptomyces sp. Je 1-332 (strain=Je 1-332)	3231270	7254	Unknown	Unknown	GCF_040730185.1	full
GCF_045865985.1	Streptomyces sp. CMC78 (strain=CMC78)	3231512	7114	Unknown	Unknown	GCF_045865985.1	full
GCF_040782645.1	Streptomyces sp. HUAS ZL42 (strain=HUAS ZL42)	3231715	8509	Unknown	Unknown	GCF_040782645.1	full
GCF_045348655.1	Streptomyces solicamelliae (strain=HUAS MG47)	3231716	6587	Unknown	Unknown	GCF_045348655.1	full
GCF_046097565.1	Streptomyces sp. 1268 (strain=1268)	3231942	7125	Unknown	Unknown	GCF_046097565.1	full
GCF_041051885.1	Streptomyces sp. R02 (strain=R02)	3238623	6661	Unknown	Unknown	GCF_041051885.1	full
GCF_041051895.1	Streptomyces sp. R08 (strain=R08)	3238624	9469	Unknown	Unknown	GCF_041051895.1	full
GCF_041051905.1	Streptomyces sp. R11 (strain=R11)	3238625	8414	Unknown	Unknown	GCF_041051905.1	full
GCF_041051945.1	Streptomyces sp. R17 (strain=R17)	3238626	6595	Unknown	Unknown	GCF_041051945.1	full
GCF_041051975.1	Streptomyces sp. R21 (strain=R21)	3238627	8683	Unknown	Unknown	GCF_041051975.1	full
GCF_041052385.1	Streptomyces sp. R28 (strain=R28)	3238628	8908	Unknown	Unknown	GCF_041052385.1	full
GCF_041200175.1	Streptomyces sp. R33 (strain=R33)	3238629	7998	Unknown	Unknown	GCF_041200175.1	full
GCF_041053035.1	Streptomyces sp. R35 (strain=R35)	3238630	9699	Unknown	Unknown	GCF_041053035.1	full
GCF_041053045.1	Streptomyces sp. R39 (strain=R39)	3238631	9397	Unknown	Unknown	GCF_041053045.1	full
GCF_041053055.1	Streptomyces sp. R41 (strain=R41)	3238632	9038	Unknown	Unknown	GCF_041053055.1	full
GCF_041053105.1	Streptomyces sp. R44 (strain=R44)	3238633	7933	Unknown	Unknown	GCF_041053105.1	full
GCF_041053115.1	Streptomyces sp. Y1 (strain=Y1)	3238634	7268	Unknown	Unknown	GCF_041053115.1	full
GCF_041080675.1	Streptomyces sp. cg36 (strain=cg36)	3238798	7772	Unknown	Unknown	GCF_041080675.1	full
GCF_041080665.1	Streptomyces sp. cg2 (strain=cg2)	3238799	7650	Unknown	Unknown	GCF_041080665.1	full
GCF_045070545.1	Streptomyces sp. RK9 (strain=RK9)	3239284	7802	Unknown	Unknown	GCF_045070545.1	full
GCF_041283565.1	Streptomyces sp. QH1-20 (strain=QH1-20)	3240934	7168	Unknown	Unknown	GCF_041283565.1	full
GCF_043996095.1	Streptomyces sp. YH02 (strain=YH02)	3256999	7117	Unknown	Unknown	GCF_043996095.1	full
GCF_045519255.1	Streptomyces okerensis (strain=DSM 116494)	3344655	6674	Unknown	Unknown	GCF_045519255.1	full
GCF_045822005.1	Streptomyces stoeckheimensis (strain=DSM 116496)	3344656	8342	Unknown	Unknown	GCF_045822005.1	full
GCF_044497305.1	Streptomyces sp. BBFR2	3372854	5743	Unknown	Unknown	GCF_044497305.1	full
GCF_044590125.1	Streptomyces sp. BBFR25 (strain=BBFR25)	3372855	7609	Unknown	Unknown	GCF_044590125.1	full
GCF_044591655.1	Streptomyces sp. BBFR51 (strain=BBFR51)	3372856	8063	Unknown	Unknown	GCF_044591655.1	full
GCF_045343905.1	Streptomyces sp. AHU1	3377215	8344	Unknown	Unknown	GCF_045343905.1	full
GCF_047215865.1	Streptomyces sp. Inha503 (strain=Inha503)	3383314	9663	Unknown	Unknown	GCF_047215865.1	full
GCF_046267975.1	Streptomyces sp. HC307 (strain=HC307)	3385496	8649	Unknown	Unknown	GCF_046267975.1	full
GCF_047218265.1	Streptomyces sp. CY1 (strain=CY1)	3388313	9210	Unknown	Unknown	GCF_047218265.1	full
GCF_048593195.1	Streptomyces sp. JL3001 (strain=JL3001)	3400923	8519	Unknown	Unknown	GCF_048593195.1	full
GCF_048585405.1	Streptomyces sp. cg28 (strain=cg28)	3403457	8100	Unknown	Unknown	GCF_048585405.1	full
GCF_048593185.1	Streptomyces sp. JL4002 (strain=JL4002)	3404781	7399	Unknown	Unknown	GCF_048593185.1	full
GCF_048686715.1	Streptomyces sp. YS-B37 (strain=YS-B37)	3407669	8681	Unknown	Unknown	GCF_048686715.1	full
GCF_000800535.1	Streptomyces sp. M10 (high G+C Gram-positive bacteria)	412968	6171	Unknown	Unknown	GCF_000800535.1	full
GCA_038070365.1	Streptomyces sp. M19 (high G+C Gram-positive bacteria)	2959653	6304	Unknown	Unknown	GCA_038070365.1	full
