gene	dominant_allele	protein_id	locus_tag	gene_id	product	go_ids	go_process	go_function	go_component
Strep_C14271	Strep_C14271A0	WP_328839455.1	OHU10_RS34540	OHU10_RS34540	serine hydrolase domain-containing protein	GO:0016787		hydrolase activity|0016787||IEA	
Strep_C14305	Strep_C14305A2	WP_003973167.1	SC_RS31510	SC_RS31510	VOC family protein				
Strep_C14344	Strep_C14344A0	WP_319690153.1	OHU10_RS25300	OHU10_RS25300	maleylpyruvate isomerase family mycothiol-dependent enzyme	GO:0046872		metal ion binding|0046872||IEA	
Strep_C14361	Strep_C14361A0	WP_319319326.1	OHU10_RS29405	OHU10_RS29405	exodeoxyribonuclease III	GO:0004518;GO:0006281	DNA repair|0006281||IEA	nuclease activity|0004518||IEA	
Strep_C14363	Strep_C14363A2	WP_003972703.1	SC_RS33370	SC_RS33370	hypothetical protein				
Strep_C14369	Strep_C14369A3	WP_003972825.1	SC_RS32715	SC_RS32715	ABC transporter ATP-binding protein	GO:0005215;GO:0005524;GO:0006810;GO:0016887;GO:0042626;GO:0140359	transport|0006810||IEA	transporter activity|0005215||IEA|ATP binding|0005524||IEA|ATP hydrolysis activity|0016887||IEA|ATPase-coupled transmembrane transporter activity|0042626||IEA|ABC-type transporter activity|0140359||IEA	
Strep_C14420	Strep_C14420A0	WP_328836254.1	OHU10_RS11845	OHU10_RS11845	class I SAM-dependent methyltransferase	GO:0008168;GO:1904047		methyltransferase activity|0008168||IEA|S-adenosyl-L-methionine binding|1904047||IEA	
Strep_C14424	Strep_C14424A3	WP_003977279.1	SC_RS09720	SC_RS09720	aminotransferase class IV	GO:0003824;GO:0030170		catalytic activity|0003824||IEA|pyridoxal phosphate binding|0030170||IEA	
Strep_C14442	Strep_C14442A3	WP_003975914.1	SC_RS16575	SC_RS16575	ABC transporter permease	GO:0016020;GO:0042626;GO:0043190;GO:0140359		ATPase-coupled transmembrane transporter activity|0042626||IEA|ABC-type transporter activity|0140359||IEA	membrane|0016020||IEA|ATP-binding cassette (ABC) transporter complex|0043190||IEA
Strep_C14480	Strep_C14480A3	WP_003976780.1	SC_RS12215	SC_RS12215	tryptophan synthase subunit alpha	GO:0000162;GO:0004834	L-tryptophan biosynthetic process|0000162||IEA	tryptophan synthase activity|0004834||IEA	
Strep_C14481	Strep_C14481A0	WP_319765123.1	OHU10_RS14720	OHU10_RS14720	inositol monophosphatase family protein	GO:0006020;GO:0008934;GO:0046872	inositol metabolic process|0006020||IEA	inositol monophosphate 1-phosphatase activity|0008934||IEA|metal ion binding|0046872||IEA	
Strep_C14488	Strep_C14488A3	WP_011028306.1	SC_RS13840	SC_RS13840	HAD family hydrolase	GO:0005215;GO:0005524;GO:0016887		transporter activity|0005215||IEA|ATP binding|0005524||IEA|ATP hydrolysis activity|0016887||IEA	
Strep_C1450	Strep_C1450A0	WP_328839115.1	OHU10_RS32195	OHU10_RS32195	heavy metal translocating P-type ATPase	GO:0005524;GO:0015662;GO:0016020;GO:0016887;GO:0019829;GO:0046872		ATP binding|0005524||IEA|P-type ion transporter activity|0015662||IEA|ATP hydrolysis activity|0016887||IEA|ATPase-coupled monoatomic cation transmembrane transporter activity|0019829||IEA|metal ion binding|0046872||IEA	membrane|0016020||IEA
Strep_C14503	Strep_C14503A0	WP_328837211.1	OHU10_RS18960	OHU10_RS18960	class I SAM-dependent methyltransferase	GO:0008168;GO:0008757;GO:0032259;GO:1904047	methylation|0032259||IEA	methyltransferase activity|0008168||IEA|S-adenosylmethionine-dependent methyltransferase activity|0008757||IEA|S-adenosyl-L-methionine binding|1904047||IEA	
Strep_C14506	Strep_C14506A0	WP_037692849.1	OHU10_RS13130	OHU10_RS13130	hypothetical protein				
Strep_C14555	Strep_C14555A3	WP_016327277.1	SC_RS29030	SC_RS29030	F0F1 ATP synthase subunit delta	GO:0015986;GO:0016020;GO:0046933	proton motive force-driven ATP synthesis|0015986||IEA	proton-transporting ATP synthase activity, rotational mechanism|0046933||IEA	membrane|0016020||IEA
Strep_C14556	Strep_C14556A0	WP_328837109.1	OHU10_RS18120	OHU10_RS18120	SOS response-associated peptidase	GO:0003697;GO:0008233;GO:0009432	SOS response|0009432||IEA	single-stranded DNA binding|0003697||IEA|peptidase activity|0008233||IEA	
Strep_C14559	Strep_C14559A0	WP_328840002.1	OHU10_RS38570	OHU10_RS38570	TlyA family RNA methyltransferase	GO:0003723;GO:0008168;GO:0032259	methylation|0032259||IEA	RNA binding|0003723||IEA|methyltransferase activity|0008168||IEA	
Strep_C14572	Strep_C14572A3	WP_016327864.1	SC_RS36045	SC_RS36045	tyrosine-protein phosphatase	GO:0004721;GO:0004725;GO:0006470	protein dephosphorylation|0006470||IEA	phosphoprotein phosphatase activity|0004721||IEA|protein tyrosine phosphatase activity|0004725||IEA	
Strep_C14580	Strep_C14580A2	WP_011027939.1	SC_RS10610	SC_RS10610	ABC transporter permease	GO:0016020;GO:0042626;GO:0043190;GO:0055085;GO:0140359	transmembrane transport|0055085||IEA	ATPase-coupled transmembrane transporter activity|0042626||IEA|ABC-type transporter activity|0140359||IEA	membrane|0016020||IEA|ATP-binding cassette (ABC) transporter complex|0043190||IEA
Strep_C14620	Strep_C14620A3	WP_045561576.1	CVT30_RS04350	CVT30_RS04350	SAM-dependent methyltransferase				
Strep_C14621	Strep_C14621A3	WP_003975496.1	SC_RS18805	SC_RS18805	pyrroline-5-carboxylate reductase	GO:0004735;GO:0055129	L-proline biosynthetic process|0055129||IEA	pyrroline-5-carboxylate reductase activity|0004735||IEA	
Strep_C14634	Strep_C14634A3	WP_003976665.1	SLI_RS11695	SLI_RS11695	c-type cytochrome	GO:0009055;GO:0020037		electron transfer activity|0009055||IEA|heme binding|0020037||IEA	
Strep_C14640	Strep_C14640A3	WP_003977216.1	SC_RS10065	SC_RS10065	3-oxoacyl-ACP reductase	GO:0016491		oxidoreductase activity|0016491||IEA	
Strep_C14642	Strep_C14642A0	WP_328837392.1	OHU10_RS20300	OHU10_RS20300	SDR family NAD(P)-dependent oxidoreductase	GO:0016491;GO:0070401;GO:0070403		oxidoreductase activity|0016491||IEA|NADP+ binding|0070401||IEA|NAD+ binding|0070403||IEA	
Strep_C1465	Strep_C1465A0	WP_327345470.1	OHU10_RS30960	OHU10_RS30960	xanthine dehydrogenase family protein molybdopterin-binding subunit	GO:0043546		molybdopterin cofactor binding|0043546||IEA	
Strep_C14664	Strep_C14664A5	WP_003974578.1	SC_RS24190	SC_RS24190	ABC transporter permease	GO:0016020;GO:0042626;GO:0043190;GO:0055085;GO:0140359	transmembrane transport|0055085||IEA	ATPase-coupled transmembrane transporter activity|0042626||IEA|ABC-type transporter activity|0140359||IEA	membrane|0016020||IEA|ATP-binding cassette (ABC) transporter complex|0043190||IEA
Strep_C1467	Strep_C1467A0	WP_328839791.1	OHU10_RS36960	OHU10_RS36960	FdhF/YdeP family oxidoreductase	GO:0016491;GO:0030151;GO:0051539		oxidoreductase activity|0016491||IEA|molybdenum ion binding|0030151||IEA|4 iron, 4 sulfur cluster binding|0051539||IEA	
Strep_C14698	Strep_C14698A0	WP_037693300.1	OHU10_RS36690	OHU10_RS36690	indole-3-glycerol phosphate synthase TrpC	GO:0004425;GO:0006568	L-tryptophan metabolic process|0006568||IEA	indole-3-glycerol-phosphate synthase activity|0004425||IEA	
Strep_C14705	Strep_C14705A2	WP_003976923.1	SC_RS11510	SC_RS11510	NAD-dependent epimerase/dehydratase family protein	GO:0016491;GO:0051287;GO:0070403		oxidoreductase activity|0016491||IEA|NAD binding|0051287||IEA|NAD+ binding|0070403||IEA	
Strep_C14706	Strep_C14706A0	WP_328841127.1	OHU10_RS45930	OHU10_RS45930	VOC family protein				
Strep_C14711	Strep_C14711A3	WP_003975613.1	SC_RS18135	SC_RS18135	dioxygenase family protein	GO:0046872;GO:0051213		metal ion binding|0046872||IEA|dioxygenase activity|0051213||IEA	
Strep_C14717	Strep_C14717A3	WP_003973919.1	SC_RS27455	SC_RS27455	polyphosphate--glucose phosphotransferase	GO:0004340;GO:0047330		glucokinase activity|0004340||IEA|polyphosphate-glucose phosphotransferase activity|0047330||IEA	
Strep_C14721	Strep_C14721A3	WP_003977101.1	SC_RS10635	SC_RS10635	SGNH family lipase				
Strep_C14725	Strep_C14725A3	WP_003976890.1	SC_RS11680	SC_RS11680	ABC transporter permease	GO:0016020;GO:0042626;GO:0043190;GO:0055085;GO:0140359	transmembrane transport|0055085||IEA	ATPase-coupled transmembrane transporter activity|0042626||IEA|ABC-type transporter activity|0140359||IEA	membrane|0016020||IEA|ATP-binding cassette (ABC) transporter complex|0043190||IEA
Strep_C14726	Strep_C14726A3	WP_011028756.1	SC_RS17515	SC_RS17515	hypothetical protein				
Strep_C14736	Strep_C14736A4	WP_045559104.1	CVT30_RS13455	CVT30_RS13455	enoyl-CoA hydratase/isomerase family protein	GO:0016829		lyase activity|0016829||IEA	
Strep_C14758	Strep_C14758A2	WP_003978107.1	SC_RS05700	SC_RS05700	HlyD family efflux transporter periplasmic adaptor subunit				
Strep_C14762	Strep_C14762A0	WP_328839923.1	OHU10_RS37905	OHU10_RS37905	rhamnogalacturonan acetylesterase	GO:0016787		hydrolase activity|0016787||IEA	
Strep_C14768	Strep_C14768A0	WP_327347654.1	OHU10_RS44140	OHU10_RS44140	pectate lyase	GO:0030570;GO:0045490;GO:0046872;GO:0047490	pectin catabolic process|0045490||IEA	pectate lyase activity|0030570||IEA|metal ion binding|0046872||IEA|pectin lyase activity|0047490||IEA	
Strep_C14769	Strep_C14769A0	WP_037705631.1	OHU10_RS29820	OHU10_RS29820	ABC transporter ATP-binding protein	GO:0005524;GO:0016887;GO:0042626;GO:0140359		ATP binding|0005524||IEA|ATP hydrolysis activity|0016887||IEA|ATPase-coupled transmembrane transporter activity|0042626||IEA|ABC-type transporter activity|0140359||IEA	
Strep_C14770	Strep_C14770A0	WP_328839974.1	OHU10_RS38275	OHU10_RS38275	SURF1 family cytochrome oxidase biogenesis protein				
Strep_C14772	Strep_C14772A5	WP_003972171.1	SC_RS37085	SC_RS37085	GntR family transcriptional regulator	GO:0003677;GO:0003700		DNA binding|0003677||IEA|DNA-binding transcription factor activity|0003700||IEA	
Strep_C14773	Strep_C14773A0	WP_328840922.1	OHU10_RS44835	OHU10_RS44835	VOC family protein				
Strep_C14781	Strep_C14781A3	WP_003976516.1	SC_RS13515	SC_RS13515	peroxide stress protein YaaA				
Strep_C14782	Strep_C14782A3	WP_003973764.1	SC_RS28220	SC_RS28220	histidinol-phosphatase	GO:0000105;GO:0004401	L-histidine biosynthetic process|0000105||IEA	histidinol-phosphatase activity|0004401||IEA	
Strep_C14786	Strep_C14786A4	WP_013001616.1	CVT30_RS17550	CVT30_RS17550	ECF subfamily RNA polymerase sigma factor, BldN family				
Strep_C14814	Strep_C14814A0	WP_328836503.1	OHU10_RS13525	OHU10_RS13525	sirohydrochlorin chelatase	GO:0016829		lyase activity|0016829||IEA	
Strep_C14822	Strep_C14822A6	WP_060884980.1	CVT30_RS33615	CVT30_RS33615	PspA/IM30 family protein				
Strep_C14823	Strep_C14823A2	WP_003978711.1	SC_RS02775	SC_RS02775	polyphosphate kinase 2	GO:0006793;GO:0008976	phosphorus metabolic process|0006793||IEA	polyphosphate kinase activity|0008976||IEA	
Strep_C14826	Strep_C14826A0	WP_328837056.1	OHU10_RS17660	OHU10_RS17660	nuclease-related domain-containing protein	GO:0003677;GO:0004519		DNA binding|0003677||IEA|endonuclease activity|0004519||IEA	
Strep_C14833	Strep_C14833A0	WP_328839963.1	OHU10_RS38195	OHU10_RS38195	enoyl-CoA hydratase/isomerase family protein	GO:0016829		lyase activity|0016829||IEA	
Strep_C14834	Strep_C14834A0	WP_328840172.1	OHU10_RS39860	OHU10_RS39860	FAD:protein FMN transferase	GO:0005886;GO:0016740;GO:0017013;GO:0046872	protein flavinylation|0017013||IEA	transferase activity|0016740||IEA|metal ion binding|0046872||IEA	plasma membrane|0005886||IEA
Strep_C14842	Strep_C14842A3	WP_003975129.1	SC_RS21160	SC_RS21160	carbon-nitrogen family hydrolase				
Strep_C14844	Strep_C14844A3	WP_003975804.1	SC_RS17140	SC_RS17140	response regulator	GO:0000160	phosphorelay signal transduction system|0000160||IEA		
Strep_C14858	Strep_C14858A2	WP_003974185.1	SC_RS26095	SC_RS26095	class II aldolase/adducin family protein				
Strep_C14859	Strep_C14859A0	WP_319693013.1	OHU10_RS27230	OHU10_RS27230	response regulator transcription factor	GO:0000156;GO:0000160;GO:0003677;GO:0006355	phosphorelay signal transduction system|0000160||IEA|regulation of DNA-templated transcription|0006355||IEA	phosphorelay response regulator activity|0000156||IEA|DNA binding|0003677||IEA	
Strep_C14861	Strep_C14861A3	WP_003977515.1	SC_RS08535	SC_RS08535	acyltransferase	GO:0016740		transferase activity|0016740||IEA	
Strep_C14862	Strep_C14862A2	WP_016327815.1	SC_RS35455	SC_RS35455	creatininase family protein				
Strep_C14865	Strep_C14865A2	WP_037897854.1	SC_RS17915	SC_RS17915	energy-coupling factor ABC transporter ATP-binding protein	GO:0005524;GO:0055085	transmembrane transport|0055085||IEA	ATP binding|0005524||IEA	
Strep_C14901	Strep_C14901A0	WP_328836246.1	OHU10_RS11800	OHU10_RS11800	RNA polymerase sigma factor SigF				
Strep_C14906	Strep_C14906A3	WP_003973355.1	SC_RS30565	SC_RS30565	ABC transporter permease	GO:0016020;GO:0042626;GO:0140359		ATPase-coupled transmembrane transporter activity|0042626||IEA|ABC-type transporter activity|0140359||IEA	membrane|0016020||IEA
Strep_C14910	Strep_C14910A0	WP_328838932.1	OHU10_RS31010	OHU10_RS31010	S16 family serine protease	GO:0004176;GO:0004252;GO:0006508	proteolysis|0006508||IEA	ATP-dependent peptidase activity|0004176||IEA|serine-type endopeptidase activity|0004252||IEA	
Strep_C14912	Strep_C14912A3	WP_003976496.1	SC_RS13615	SC_RS13615	class I SAM-dependent methyltransferase	GO:0008168;GO:1904047		methyltransferase activity|0008168||IEA|S-adenosyl-L-methionine binding|1904047||IEA	
Strep_C14915	Strep_C14915A2	WP_003977166.1	SC_RS10305	SC_RS10305	MIP/aquaporin family protein	GO:0015267;GO:0055085	transmembrane transport|0055085||IEA	channel activity|0015267||IEA	
Strep_C14965	Strep_C14965A2	WP_003973591.1	SC_RS29210	SC_RS29210	AIM24 family protein				
Strep_C14976	Strep_C14976A3	WP_003975453.1	SC_RS19025	SC_RS19025	type III pantothenate kinase				
Strep_C14982	Strep_C14982A0	WP_328840404.1	OHU10_RS41665	OHU10_RS41665	urease accessory protein UreD	GO:0008152;GO:0016151	metabolic process|0008152||IEA	nickel cation binding|0016151||IEA	
Strep_C15000	Strep_C15000A3	WP_003977068.1	SC_RS10790	SC_RS10790	hypothetical protein				
Strep_C15015	Strep_C15015A3	WP_016326024.1	SC_RS12695	SC_RS12695	metallophosphoesterase family protein	GO:0016787;GO:0042578;GO:0046872		hydrolase activity|0016787||IEA|phosphoric ester hydrolase activity|0042578||IEA|metal ion binding|0046872||IEA	
Strep_C15034	Strep_C15034A3	WP_003976029.1	SC_RS15940	SC_RS15940	phosphatase				
Strep_C15035	Strep_C15035A3	WP_003977680.1	SC_RS07705	SC_RS07705	metal-dependent hydrolase				
Strep_C15036	Strep_C15036A3	WP_003976707.1	SLI_RS11490	SLI_RS11490	thiazole synthase	GO:1990107		thiazole synthase activity|1990107||IEA	
Strep_C15037	Strep_C15037A3	WP_003974477.1	SC_RS24525	SC_RS24525	cytochrome c biogenesis CcdA family protein	GO:0016020;GO:0017004	cytochrome complex assembly|0017004||IEA		membrane|0016020||IEA
Strep_C15058	Strep_C15058A0	WP_037705140.1	OHU10_RS43040	OHU10_RS43040	MHYT domain-containing protein	GO:0007165	signal transduction|0007165||IEA		
Strep_C15074	Strep_C15074A3	WP_003974589.1	SC_RS24135	SC_RS24135	SIS domain-containing protein				
Strep_C15119	Strep_C15119A4	WP_003972912.1	SC_RS32290	SC_RS32290	ATP-binding cassette domain-containing protein	GO:0005524		ATP binding|0005524||IEA	
Strep_C1512	Strep_C1512A0	WP_409128264.1	OHU10_RS08385	OHU10_RS08385	NHLP family bacteriocin export ABC transporter peptidase/permease/ATPase subunit	GO:0005524;GO:0006508;GO:0008233;GO:0055085;GO:0140359	proteolysis|0006508||IEA|transmembrane transport|0055085||IEA	ATP binding|0005524||IEA|peptidase activity|0008233||IEA|ABC-type transporter activity|0140359||IEA	
Strep_C15138	Strep_C15138A0	WP_328837151.1	OHU10_RS18510	OHU10_RS18510	LOG family protein	GO:0009691;GO:0016799	cytokinin biosynthetic process|0009691||IEA	hydrolase activity, hydrolyzing N-glycosyl compounds|0016799||IEA	
Strep_C1514	Strep_C1514A3	WP_011029156.1	SC_RS20500	SC_RS20500	(Fe-S)-binding protein	GO:0016491;GO:0046872;GO:0051536		oxidoreductase activity|0016491||IEA|metal ion binding|0046872||IEA|iron-sulfur cluster binding|0051536||IEA	
Strep_C15156	Strep_C15156A0	WP_328839994.1	OHU10_RS38465	OHU10_RS38465	hypothetical protein				
Strep_C15175	Strep_C15175A3	WP_016326434.1	SC_RS17795	SC_RS17795	response regulator transcription factor	GO:0000160;GO:0003677;GO:0003700;GO:0006355	phosphorelay signal transduction system|0000160||IEA|regulation of DNA-templated transcription|0006355||IEA	DNA binding|0003677||IEA|DNA-binding transcription factor activity|0003700||IEA	
Strep_C15179	Strep_C15179A0	WP_328836684.1	OHU10_RS14785	OHU10_RS14785	M23 family metallopeptidase	GO:0008237;GO:0046872		metallopeptidase activity|0008237||IEA|metal ion binding|0046872||IEA	
Strep_C15182	Strep_C15182A0	WP_328840241.1	OHU10_RS40510	OHU10_RS40510	carbon-nitrogen hydrolase family protein				
Strep_C15186	Strep_C15186A0	WP_037690742.1	OHU10_RS44280	OHU10_RS44280	electron transfer flavoprotein subunit beta/FixA family protein	GO:0009055		electron transfer activity|0009055||IEA	
Strep_C15193	Strep_C15193A3	WP_003973740.1	SC_RS28335	SC_RS28335	GntR family transcriptional regulator	GO:0003677;GO:0003700		DNA binding|0003677||IEA|DNA-binding transcription factor activity|0003700||IEA	
Strep_C15198	Strep_C15198A3	WP_016327117.1	SC_RS26700	SC_RS26700	SigE family RNA polymerase sigma factor	GO:0003677;GO:0006352;GO:0006355;GO:0016987	DNA-templated transcription initiation|0006352||IEA|regulation of DNA-templated transcription|0006355||IEA	DNA binding|0003677||IEA|sigma factor activity|0016987||IEA	
Strep_C15200	Strep_C15200A0	WP_319766792.1	OHU10_RS10340	OHU10_RS10340	sulfite exporter TauE/SafE family protein	GO:0006810;GO:0016020	transport|0006810||IEA		membrane|0016020||IEA
Strep_C15201	Strep_C15201A3	WP_003972223.1	SC_RS36055	SC_RS36055	SGNH/GDSL hydrolase family protein	GO:0016788		hydrolase activity, acting on ester bonds|0016788||IEA	
Strep_C15229	Strep_C15229A3	WP_003977133.1	SC_RS10475	SC_RS10475	SDR family oxidoreductase	GO:0016491		oxidoreductase activity|0016491||IEA	
Strep_C15241	Strep_C15241A0	WP_037695137.1	OHU10_RS17985	OHU10_RS17985	glucosamine-6-phosphate deaminase	GO:0004342;GO:0006044	N-acetylglucosamine metabolic process|0006044||IEA	glucosamine-6-phosphate deaminase activity|0004342||IEA	
Strep_C15242	Strep_C15242A0	WP_037705285.1	OHU10_RS27890	OHU10_RS27890	NPP1 family protein	GO:0005576			extracellular region|0005576||IEA
Strep_C1525	Strep_C1525A0	WP_328837122.1	OHU10_RS18270	OHU10_RS18270	ATP-dependent DNA helicase UvrD2	GO:0000287;GO:0000725;GO:0003677;GO:0003678;GO:0005524;GO:0008094;GO:0016887;GO:0043138	recombinational repair|0000725||IEA	magnesium ion binding|0000287||IEA|DNA binding|0003677||IEA|DNA helicase activity|0003678||IEA|ATP binding|0005524||IEA|ATP-dependent activity, acting on DNA|0008094||IEA|ATP hydrolysis activity|0016887||IEA|3'-5' DNA helicase activity|0043138||IEA	
Strep_C15262	Strep_C15262A3	WP_003976879.1	SC_RS11730	SC_RS11730	6-phosphogluconolactonase	GO:0005975;GO:0006098;GO:0017057	carbohydrate metabolic process|0005975||IEA|pentose-phosphate shunt|0006098||IEA	6-phosphogluconolactonase activity|0017057||IEA	
Strep_C15265	Strep_C15265A3	WP_003973219.1	SC_RS31255	SC_RS31255	transcriptional repressor LexA	GO:0004252;GO:0009432;GO:0045892	SOS response|0009432||IEA|negative regulation of DNA-templated transcription|0045892||IEA	serine-type endopeptidase activity|0004252||IEA	
Strep_C15273	Strep_C15273A3	WP_003973449.1	SC_RS29915	SC_RS29915	fumarylacetoacetate hydrolase family protein	GO:0003824;GO:0016787		catalytic activity|0003824||IEA|hydrolase activity|0016787||IEA	
Strep_C1530	Strep_C1530A3	WP_003973559.1	SC_RS29380	SC_RS29380	HelD family protein	GO:0003677;GO:0003678;GO:0005524;GO:0016887		DNA binding|0003677||IEA|DNA helicase activity|0003678||IEA|ATP binding|0005524||IEA|ATP hydrolysis activity|0016887||IEA	
Strep_C15315	Strep_C15315A3	WP_003977029.1	SC_RS10990	SC_RS10990	sporulation protein	GO:0030435	sporulation resulting in formation of a cellular spore|0030435||IEA		
Strep_C15322	Strep_C15322A6	WP_003973246.1	SC_RS31125	SC_RS31125	amino acid ABC transporter ATP-binding protein	GO:0005524;GO:0015424;GO:0016887;GO:0042626;GO:0140359		ATP binding|0005524||IEA|ABC-type amino acid transporter activity|0015424||IEA|ATP hydrolysis activity|0016887||IEA|ATPase-coupled transmembrane transporter activity|0042626||IEA|ABC-type transporter activity|0140359||IEA	
